"V1","V2","ID1","pi","nSNP"
"Mp4g23210.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0020s0084","Mp4g23210","0.0013809550"," 9"
"Mp4g23220.1","MapolyID:Mapoly0020s0086","Mp4g23220","0.0007778180"," 5"
"Mp4g23230.1","MapolyID:Mapoly0020s0087","Mp4g23230","0.0022030925","26"
"Mp4g23240.1","PANTHER:PTHR46301:F-BOX/KELCH-REPEAT PROTEIN; G3DSA:1.20.1280.50; SUPERFAMILY:SSF81383:F-box domain; Pfam:PF00646:F-box domain; GO:0005515:protein binding; MapolyID:Mapoly0020s0088","Mp4g23240","0.0019843400","19"
"Mp4g23250.1","G3DSA:1.20.1280.50; Pfam:PF00646:F-box domain; PANTHER:PTHR46301:F-BOX/KELCH-REPEAT PROTEIN; SUPERFAMILY:SSF81383:F-box domain; GO:0005515:protein binding; MapolyID:Mapoly0020s0089","Mp4g23250","0.0020476200","13"
"Mp4g23260.1","Pfam:PF00646:F-box domain; PANTHER:PTHR46301:F-BOX/KELCH-REPEAT PROTEIN; G3DSA:1.20.1280.50; PTHR46301:SF11:F-BOX/KELCH-REPEAT PLANT PROTEIN; SUPERFAMILY:SSF81383:F-box domain; GO:0005515:protein binding","Mp4g23260","0.0069523800","17"
"Mp4g23270.1","KEGG:K10782:FATA, fatty acyl-ACP thioesterase A [EC:3.1.2.14]; PTHR31727:SF6:OLEOYL-ACYL CARRIER PROTEIN THIOESTERASE 1, CHLOROPLASTIC; MobiDBLite:consensus disorder prediction; PANTHER:PTHR31727:OLEOYL-ACYL CARRIER PROTEIN THIOESTERASE 1, CHLOROPLASTIC; CDD:cd00586:4HBT; SUPERFAMILY:SSF54637:Thioesterase/thiol ester dehydrase-isomerase; Pfam:PF01643:Acyl-ACP thioesterase; GO:0016790:thiolester hydrolase activity; GO:0006633:fatty acid biosynthetic process; MapolyID:Mapoly0020s0090","Mp4g23270","0.0012952374","16"
"Mp4g23280.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0020s0091","Mp4g23280","0.0017303633","14"
"Mp4g23290.1","KOG:KOG2174:Leptin receptor gene-related protein, [T]; PANTHER:PTHR12050:LEPTIN RECEPTOR-RELATED; Pfam:PF04133:Vacuolar protein sorting 55; PTHR12050:SF0:RH04491P; MapolyID:Mapoly0020s0092","Mp4g23290","0.0017287038","44"
"Mp4g23300.1","KEGG:K19306:BUD23, 18S rRNA (guanine1575-N7)-methyltransferase [EC:2.1.1.309]; KOG:KOG1541:Predicted protein carboxyl methylase, [R]; MobiDBLite:consensus disorder prediction; PANTHER:PTHR12734:METHYLTRANSFERASE-RELATED; G3DSA:3.40.50.150:Vaccinia Virus protein VP39; CDD:cd02440:AdoMet_MTases; PTHR12734:SF0:18S RRNA (GUANINE-N(7))-METHYLTRANSFERASE-RELATED; Pfam:PF08241:Methyltransferase domain; SUPERFAMILY:SSF53335:S-adenosyl-L-methionine-dependent methyltransferases; Pfam:PF12589:Methyltransferase involved in Williams-Beuren syndrome; GO:0016435:rRNA (guanine) methyltransferase activity; GO:0070476:rRNA (guanine-N7)-methylation; GO:0008168:methyltransferase activity; MapolyID:Mapoly0020s0093","Mp4g23300","0.0017501675","22"
"Mp4g23310.1","MobiDBLite:consensus disorder prediction; PANTHER:PTHR38357:EXPRESSED PROTEIN; MapolyID:Mapoly0020s0094","Mp4g23310","0.0008095220"," 5"
"Mp4g23320.1","SUPERFAMILY:SSF47699:Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin; Pfam:PF00234:Protease inhibitor/seed storage/LTP family; CDD:cd00010:AAI_LTSS; G3DSA:1.10.110.10; MapolyID:Mapoly0020s0095","Mp4g23320","0.0013650770","10"
"Mp4g23340.1","KOG:KOG0618:Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP), C-term missing, [T]; Pfam:PF08263:Leucine rich repeat N-terminal domain; G3DSA:3.80.10.10:Ribonuclease Inhibitor; PANTHER:PTHR48060:DNA DAMAGE-REPAIR/TOLERATION PROTEIN DRT100; SUPERFAMILY:SSF52058:L domain-like; SUPERFAMILY:SSF52047:RNI-like; MapolyID:Mapoly0020s0097","Mp4g23340",NA,NA
"Mp4g23340.2","KOG:KOG0618:Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP), C-term missing, [T]; G3DSA:3.80.10.10:Ribonuclease Inhibitor; SUPERFAMILY:SSF52047:RNI-like; Pfam:PF08263:Leucine rich repeat N-terminal domain; PANTHER:PTHR48060:DNA DAMAGE-REPAIR/TOLERATION PROTEIN DRT100; SUPERFAMILY:SSF52058:L domain-like; MapolyID:Mapoly0020s0097","Mp4g23340",NA,NA
"Mp4g23360.1","KEGG:K02949:RP-S11e, RPS11, small subunit ribosomal protein S11e; KOG:KOG1728:40S ribosomal protein S11, [J]; PTHR10744:SF24:40S RIBOSOMAL PROTEIN S11-1-RELATED; G3DSA:2.40.50.1000; Pfam:PF16205:Ribosomal_S17 N-terminal; Pfam:PF00366:Ribosomal protein S17; PANTHER:PTHR10744:40S RIBOSOMAL PROTEIN S11 FAMILY MEMBER; SUPERFAMILY:SSF50249:Nucleic acid-binding proteins; TIGRFAM:TIGR03630:uS17_arch: ribosomal protein uS17; ProSitePatterns:PS00056:Ribosomal protein S17 signature.; PRINTS:PR00973:Ribosomal protein S17 family signature; GO:0003735:structural constituent of ribosome; GO:0005840:ribosome; GO:0006412:translation; MapolyID:Mapoly0020s0099","Mp4g23360","0.0010476205"," 6"
"Mp4g23370.1","KOG:KOG1187:Serine/threonine protein kinase, [T]; Pfam:PF00069:Protein kinase domain; MobiDBLite:consensus disorder prediction; G3DSA:1.10.510.10:Transferase(Phosphotransferase) domain 1; ProSiteProfiles:PS50011:Protein kinase domain profile.; SUPERFAMILY:SSF56112:Protein kinase-like (PK-like); SMART:SM00220:serkin_6; PANTHER:PTHR47989:OS01G0750732 PROTEIN; G3DSA:3.30.200.20:Phosphorylase Kinase, domain 1; GO:0005524:ATP binding; GO:0006468:protein phosphorylation; GO:0004672:protein kinase activity; MapolyID:Mapoly0020s0100","Mp4g23370","0.0004761903"," 4"
"Mp4g23380.1","KOG:KOG1187:Serine/threonine protein kinase, [T]; Pfam:PF07714:Protein tyrosine and serine/threonine kinase; G3DSA:1.10.510.10:Transferase(Phosphotransferase) domain 1; SUPERFAMILY:SSF56112:Protein kinase-like (PK-like); ProSiteProfiles:PS50011:Protein kinase domain profile.; PANTHER:PTHR47989:OS01G0750732 PROTEIN; G3DSA:3.30.200.20:Phosphorylase Kinase, domain 1; GO:0005524:ATP binding; GO:0006468:protein phosphorylation; GO:0004672:protein kinase activity; MapolyID:Mapoly0020s0101","Mp4g23380","0.0012791049","21"
"Mp4g23380.2","KOG:KOG1187:Serine/threonine protein kinase, [T]; Pfam:PF07714:Protein tyrosine and serine/threonine kinase; G3DSA:1.10.510.10:Transferase(Phosphotransferase) domain 1; SUPERFAMILY:SSF56112:Protein kinase-like (PK-like); ProSiteProfiles:PS50011:Protein kinase domain profile.; PANTHER:PTHR47989:OS01G0750732 PROTEIN; G3DSA:3.30.200.20:Phosphorylase Kinase, domain 1; GO:0005524:ATP binding; GO:0006468:protein phosphorylation; GO:0004672:protein kinase activity; MapolyID:Mapoly0020s0101","Mp4g23380","0.0012791049","21"
"Mp4g23390.1","MapolyID:Mapoly0020s0102","Mp4g23390","0.0013333355"," 6"
"Mp5g06250.1","ProSiteProfiles:PS51015:YDG domain profile.; G3DSA:2.30.280.10; PTHR45660:SF46:HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH6; MobiDBLite:consensus disorder prediction; SUPERFAMILY:SSF88697:PUA domain-like; PANTHER:PTHR45660:HISTONE-LYSINE N-METHYLTRANSFERASE SETMAR; SMART:SM00466:G9a_1; Pfam:PF02182:SAD/SRA domain; MapolyID:Mapoly0027s0003","Mp5g06250","0.0016075600","18"
"Mp5g06260.1","KOG:KOG1730:Thioredoxin-like protein, [O]; ProSiteProfiles:PS51532:PITH domain profile.; SUPERFAMILY:SSF49785:Galactose-binding domain-like; PANTHER:PTHR12175:AD039  HT014   THIOREDOXIN FAMILY TRP26; MobiDBLite:consensus disorder prediction; G3DSA:2.60.120.470:Hypothetical protein at3g04780.1.; PTHR12175:SF1:PITH DOMAIN-CONTAINING PROTEIN 1; Pfam:PF06201:PITH domain; MapolyID:Mapoly0027s0002","Mp5g06260","0.0003571765"," 2"
"Mp5g06270.1","MapolyID:Mapoly0027s0001","Mp5g06270",NA,NA
"Mp5g06280.1","KEGG:K00430:E1.11.1.7, peroxidase [EC:1.11.1.7]; ProSitePatterns:PS00435:Peroxidases proximal heme-ligand signature.; Pfam:PF00141:Peroxidase; ProSiteProfiles:PS50873:Plant heme peroxidase family profile.; ProSitePatterns:PS00436:Peroxidases active site signature.; G3DSA:1.10.520.10; CDD:cd00693:secretory_peroxidase; PRINTS:PR00461:Plant peroxidase signature; PANTHER:PTHR31235:PEROXIDASE 25-RELATED; SUPERFAMILY:SSF48113:Heme-dependent peroxidases; PRINTS:PR00458:Haem peroxidase superfamily signature; G3DSA:1.10.420.10:Peroxidase; PTHR31235:SF341:PEROXIDASE; GO:0006979:response to oxidative stress; GO:0004601:peroxidase activity; GO:0020037:heme binding; GO:0042744:hydrogen peroxide catabolic process; MapolyID:Mapoly1410s0001","Mp5g06280","0.0005714285"," 4"
"Mp5g06290.1","KOG:KOG3178:Hydroxyindole-O-methyltransferase and related SAM-dependent methyltransferases, [R]; SUPERFAMILY:SSF46785:Winged helix DNA-binding domain; PTHR11746:SF235:(R,S)-RETICULINE 7-O-METHYLTRANSFERASE-LIKE ISOFORM X1; SUPERFAMILY:SSF53335:S-adenosyl-L-methionine-dependent methyltransferases; PIRSF:PIRSF005739:O-mtase; ProSiteProfiles:PS51683:SAM-dependent O-methyltransferase class II-type profile.; PANTHER:PTHR11746:O-METHYLTRANSFERASE; Pfam:PF08100:Dimerisation domain; G3DSA:1.10.10.10:winged helix repressor DNA binding domain; Pfam:PF00891:O-methyltransferase domain; G3DSA:3.40.50.150:Vaccinia Virus protein VP39; GO:0008171:O-methyltransferase activity; GO:0046983:protein dimerization activity; GO:0008168:methyltransferase activity","Mp5g06290",NA,NA
"Mp5g06300.1","KOG:KOG4658:Apoptotic ATPase, [T]; PTHR11017:SF386:DISEASE RESISTANCE PROTEIN (TIR-NBS-LRR CLASS)-RELATED; PANTHER:PTHR11017:LEUCINE-RICH REPEAT-CONTAINING PROTEIN; PRINTS:PR00364:Disease resistance protein signature; G3DSA:3.80.10.10:Ribonuclease Inhibitor; G3DSA:3.40.50.300; SUPERFAMILY:SSF52058:L domain-like; Pfam:PF00931:NB-ARC domain; G3DSA:1.10.8.430; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; GO:0043531:ADP binding; MapolyID:Mapoly1012s0001","Mp5g06300","0.0009527505"," 6"
"Mp5g06690.1","KEGG:K03325:ACR3, arsB, arsenite transporter; PANTHER:PTHR43057:ARSENITE EFFLUX TRANSPORTER; TIGRFAM:TIGR00832:acr3: arsenical-resistance protein; G3DSA:1.20.1530.20; Pfam:PF01758:Sodium Bile acid symporter family; GO:0015103:inorganic anion transmembrane transporter activity; GO:0016021:integral component of membrane; GO:0015297:antiporter activity; GO:0016020:membrane; MapolyID:Mapoly0171s0014","Mp5g06690","0.0013333330"," 8"
"Mp5g06700.1","MapolyID:Mapoly0171s0013","Mp5g06700","0.0012380975"," 6"
"Mp5g06710.1","KOG:KOG3116:Predicted C3H1-type Zn-finger protein, C-term missing, [R]; Pfam:PF13917:Zinc knuckle; MobiDBLite:consensus disorder prediction; PTHR13491:SF2:ZINC FINGER, CCHC-TYPE-RELATED; PANTHER:PTHR13491:ZCCHC10 PROTEIN; MapolyID:Mapoly0171s0012","Mp5g06710","0.0037778977","24"
"Mp5g06720.1","G3DSA:2.30.280.10; PTHR45660:SF46:HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH6; Pfam:PF02182:SAD/SRA domain; MobiDBLite:consensus disorder prediction; SUPERFAMILY:SSF88697:PUA domain-like; PANTHER:PTHR45660:HISTONE-LYSINE N-METHYLTRANSFERASE SETMAR; SMART:SM00466:G9a_1; ProSiteProfiles:PS51015:YDG domain profile.; MapolyID:Mapoly0171s0011","Mp5g06720","0.0005714290"," 2"
"Mp5g06730.1","MapolyID:Mapoly0171s0010","Mp5g06730","0.0005714290"," 2"
"Mp5g06740.1","MapolyID:Mapoly0171s0009","Mp5g06740","0.0010000020"," 4"
"Mp5g06750.1","MapolyID:Mapoly0171s0008","Mp5g06750","0.0005396827"," 3"
"Mp5g06760.1","PTHR33052:SF132; Pfam:PF14009:Domain of unknown function (DUF4228); PANTHER:PTHR33052:DUF4228 DOMAIN PROTEIN-RELATED; MapolyID:Mapoly0171s0007","Mp5g06760","0.0007977320"," 8"
"Mp5g06770.1","MapolyID:Mapoly0171s0005","Mp5g06770","0.0006666665"," 3"
"Mp5g06780.1","MapolyID:Mapoly0171s0006","Mp5g06780","0.0008571430"," 2"
"Mp5g06790.1","KEGG:K05665:ABCC1, ATP-binding cassette, subfamily C (CFTR/MRP), member 1 [EC:7.6.2.3]; KOG:KOG0054:Multidrug resistance-associated protein/mitoxantrone resistance protein, ABC superfamily, [Q]; MobiDBLite:consensus disorder prediction; CDD:cd18580:ABC_6TM_ABCC_D2; PANTHER:PTHR24223:ATP-BINDING CASSETTE SUB-FAMILY C; G3DSA:1.20.1560.10; Coils:Coil; PTHR24223:SF401:ATP-BINDING CASSETTE TRANSPORTER, SUBFAMILY C, MEMBER 25, CLUSTER IB, SMABCC25; Pfam:PF00664:ABC transporter transmembrane region; CDD:cd18579:ABC_6TM_ABCC_D1; G3DSA:3.40.50.300; Pfam:PF00005:ABC transporter; ProSiteProfiles:PS50893:ATP-binding cassette, ABC transporter-type domain profile.; SUPERFAMILY:SSF90123:ABC transporter transmembrane region; ProSiteProfiles:PS50929:ABC transporter integral membrane type-1 fused domain profile.; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; CDD:cd03250:ABCC_MRP_domain1; ProSitePatterns:PS00211:ABC transporters family signature.; CDD:cd03244:ABCC_MRP_domain2; SMART:SM00382:AAA_5; GO:0016021:integral component of membrane; GO:0005524:ATP binding; GO:0055085:transmembrane transport; GO:0042626:ATPase-coupled transmembrane transporter activity; MapolyID:Mapoly0171s0004","Mp5g06790","0.0005714283"," 4"
"Mp5g06800.1","KOG:KOG2764:Putative transcriptional regulator DJ-1, C-term missing, [RV]; G3DSA:3.40.50.880; Pfam:PF01965:DJ-1/PfpI family; SUPERFAMILY:SSF52317:Class I glutamine amidotransferase-like; PTHR48094:SF11:GLUTAMINE AMIDOTRANSFERASE-LIKE CLASS 1 DOMAIN-CONTAINING PROTEIN 1; CDD:cd03141:GATase1_Hsp31_like; PANTHER:PTHR48094:PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1-RELATED; MapolyID:Mapoly0171s0003","Mp5g06800","0.0015239725","13"
"Mp5g07090.1","MapolyID:Mapoly0136s0012","Mp5g07090","0.0008333320"," 7"
"Mp5g07100.1","SUPERFAMILY:SSF54292:2Fe-2S ferredoxin-like; G3DSA:3.10.20.30; CDD:cd00207:fer2; ProSiteProfiles:PS51085:2Fe-2S ferredoxin-type iron-sulfur binding domain profile.; Pfam:PF00111:2Fe-2S iron-sulfur cluster binding domain; GO:0051536:iron-sulfur cluster binding; GO:0009055:electron transfer activity; MapolyID:Mapoly0136s0011","Mp5g07100","0.0017333330","18"
"Mp5g07110.1","KEGG:K03028:PSMD2, RPN1, 26S proteasome regulatory subunit N1; KOG:KOG2005:26S proteasome regulatory complex, subunit RPN1/PSMD2, [O]; MobiDBLite:consensus disorder prediction; PANTHER:PTHR10943:26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT; PTHR10943:SF12:26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT 2 HOMOLOG; Pfam:PF01851:Proteasome/cyclosome repeat; Pfam:PF17781:RPN1/RPN2 N-terminal domain; SUPERFAMILY:SSF48371:ARM repeat; Pfam:PF18051:26S proteasome non-ATPase regulatory subunit RPN1 C-terminal; G3DSA:1.25.10.10; PIRSF:PIRSF015965:26S_protsm_Rpn1; GO:0000502:proteasome complex; GO:0030234:enzyme regulator activity; GO:0042176:regulation of protein catabolic process; MapolyID:Mapoly0136s0010","Mp5g07110","0.0010317455","13"
"Mp5g07110.2","KEGG:K03028:PSMD2, RPN1, 26S proteasome regulatory subunit N1; KOG:KOG2005:26S proteasome regulatory complex, subunit RPN1/PSMD2, [O]; MobiDBLite:consensus disorder prediction; Pfam:PF17781:RPN1/RPN2 N-terminal domain; Pfam:PF01851:Proteasome/cyclosome repeat; Pfam:PF18051:26S proteasome non-ATPase regulatory subunit RPN1 C-terminal; PTHR10943:SF12:26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT 2 HOMOLOG; SUPERFAMILY:SSF48371:ARM repeat; G3DSA:1.25.10.10; PANTHER:PTHR10943:26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT; PIRSF:PIRSF015965:26S_protsm_Rpn1; GO:0000502:proteasome complex; GO:0030234:enzyme regulator activity; GO:0042176:regulation of protein catabolic process; MapolyID:Mapoly0136s0010","Mp5g07110","0.0010317455","13"
"Mp5g07120.1","KEGG:K00430:E1.11.1.7, peroxidase [EC:1.11.1.7]; ProSiteProfiles:PS50873:Plant heme peroxidase family profile.; PRINTS:PR00458:Haem peroxidase superfamily signature; SUPERFAMILY:SSF48113:Heme-dependent peroxidases; CDD:cd00693:secretory_peroxidase; PRINTS:PR00461:Plant peroxidase signature; ProSitePatterns:PS00435:Peroxidases proximal heme-ligand signature.; Pfam:PF00141:Peroxidase; G3DSA:1.10.520.10; PTHR31235:SF156:PEROXIDASE; PANTHER:PTHR31235:PEROXIDASE 25-RELATED; G3DSA:1.10.420.10:Peroxidase; GO:0006979:response to oxidative stress; GO:0004601:peroxidase activity; GO:0020037:heme binding; GO:0042744:hydrogen peroxide catabolic process; MapolyID:Mapoly0136s0009","Mp5g07120","0.0006032560"," 4"
"Mp5g07140.1","KOG:KOG3236:Predicted membrane protein, [S]; PANTHER:PTHR12869:SMALL SEVEN TRANSMEMBRANE DOMAIN-CONTAINING PROTEIN; Pfam:PF09767:Predicted membrane protein (DUF2053); PTHR12869:SF1:BNAA08G03740D PROTEIN; MapolyID:Mapoly0136s0007","Mp5g07140","0.0004761900"," 2"
"Mp5g07150.1","KOG:KOG1153:Subtilisin-related protease/Vacuolar protease B, N-term missing, [O]; PTHR10795:SF564:SUBTILISIN-LIKE PROTEASE SBT1.1; Pfam:PF17766:Fibronectin type-III domain; PANTHER:PTHR10795:PROPROTEIN CONVERTASE SUBTILISIN/KEXIN; ProSiteProfiles:PS51892:Serine proteases, subtilase domain profile.; SUPERFAMILY:SSF52743:Subtilisin-like; Pfam:PF02225:PA domain; ProSitePatterns:PS00138:Serine proteases, subtilase family, serine active site.; PRINTS:PR00723:Subtilisin serine protease family (S8) signature; ProSiteProfiles:PS51257:Prokaryotic membrane lipoprotein lipid attachment site profile.; G3DSA:3.30.70.80; Pfam:PF05922:Peptidase inhibitor I9; G3DSA:3.50.30.30; SUPERFAMILY:SSF52025:PA domain; G3DSA:2.60.40.2310; CDD:cd04852:Peptidases_S8_3; Pfam:PF00082:Subtilase family; CDD:cd02120:PA_subtilisin_like; G3DSA:3.40.50.200; GO:0008236:serine-type peptidase activity; GO:0006508:proteolysis; GO:0004252:serine-type endopeptidase activity; MapolyID:Mapoly0136s0006","Mp5g07150","0.0010272639","17"
"Mp5g07160.1","MobiDBLite:consensus disorder prediction; Coils:Coil; MapolyID:Mapoly0136s0005","Mp5g07160","0.0014446763","10"
"Mp5g07170.1","KEGG:K01904:4CL, 4-coumarate--CoA ligase [EC:6.2.1.12]; KOG:KOG1176:Acyl-CoA synthetase, [I]; PTHR24096:SF357:4-COUMARATE:COA LIGASE-LIKE PROTEIN; CDD:cd05904:4CL; G3DSA:3.40.50.12780; Pfam:PF00501:AMP-binding enzyme; ProSitePatterns:PS00455:Putative AMP-binding domain signature.; SUPERFAMILY:SSF56801:Acetyl-CoA synthetase-like; Pfam:PF13193:AMP-binding enzyme C-terminal domain; G3DSA:3.30.300.30; PANTHER:PTHR24096:LONG-CHAIN-FATTY-ACID--COA LIGASE; MapolyID:Mapoly0136s0004","Mp5g07170","0.0030007086","41"
"Mp5g07180.1","KOG:KOG1489:Predicted GTP-binding protein (ODN superfamily), [R]; G3DSA:2.40.240.60; Pfam:PF09269:Domain of unknown function (DUF1967); Pfam:PF01018:GTP1/OBG; Coils:Coil; MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS51883:Obg domain profile.; ProSiteProfiles:PS51710:OBG-type guanine nucleotide-binding (G) domain profile.; G3DSA:2.70.210.12; TIGRFAM:TIGR03595:Obg_CgtA_exten: Obg family GTPase CgtA, C-terminal extension; PRINTS:PR00326:GTP1/OBG GTP-binding protein family signature; PTHR11702:SF31:MITOCHONDRIAL RIBOSOME-ASSOCIATED GTPASE 2; PANTHER:PTHR11702:DEVELOPMENTALLY REGULATED GTP-BINDING PROTEIN-RELATED; Pfam:PF01926:50S ribosome-binding GTPase; SUPERFAMILY:SSF102741:Obg GTP-binding protein C-terminal domain; Hamap:MF_01454:GTPase Obg [obg].; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; SUPERFAMILY:SSF82051:Obg GTP-binding protein N-terminal domain; CDD:cd01898:Obg; G3DSA:3.40.50.300; ProSitePatterns:PS00905:GTP1/OBG family signature.; TIGRFAM:TIGR02729:Obg_CgtA: Obg family GTPase CgtA; ProSiteProfiles:PS51881:Obg C-terminal (OCT) domain profile.; GO:0000166:nucleotide binding; GO:0000287:magnesium ion binding; GO:0003924:GTPase activity; GO:0005525:GTP binding; MapolyID:Mapoly0136s0003","Mp5g07180",NA,NA
"Mp5g07190.1","MapolyID:Mapoly0136s0002","Mp5g07190","0.0005715360"," 5"
"Mp5g07200.1","","Mp5g07200","0.0026363533","24"
"Mp5g09100.1","KEGG:K11979:UBR7, E3 ubiquitin-protein ligase UBR7 [EC:2.3.2.27]; KOG:KOG2752:Uncharacterized conserved protein, contains N-recognin-type Zn-finger, [R]; MobiDBLite:consensus disorder prediction; PANTHER:PTHR13513:E3 UBIQUITIN-PROTEIN LIGASE UBR7; PTHR13513:SF9:E3 UBIQUITIN-PROTEIN LIGASE UBR7-RELATED; SMART:SM00249:PHD_3; Pfam:PF02207:Putative zinc finger in N-recognin (UBR box); SMART:SM00396:push_1; G3DSA:3.30.40.10:Zinc/RING finger domain; SUPERFAMILY:SSF57903:FYVE/PHD zinc finger; ProSiteProfiles:PS51157:Zinc finger UBR-type profile.; Coils:Coil; CDD:cd15542:PHD_UBR7; GO:0061630:ubiquitin protein ligase activity; GO:0008270:zinc ion binding; MapolyID:Mapoly0095s0049","Mp5g09100","0.0005714290"," 2"
"Mp5g09110.1","MapolyID:Mapoly0095s0048","Mp5g09110","0.0005715235"," 3"
"Mp5g09120.1","MapolyID:Mapoly0095s0047","Mp5g09120","0.0006666670"," 4"
"Mp5g09130.1","MobiDBLite:consensus disorder prediction; ProSitePatterns:PS00344:GATA-type zinc finger domain.; ProSiteProfiles:PS50114:GATA-type zinc finger domain profile.; PANTHER:PTHR46855:OSJNBB0038F03.10 PROTEIN; G3DSA:3.30.50.10; Pfam:PF13919:Asx homology domain; CDD:cd00202:ZnF_GATA; SUPERFAMILY:SSF57716:Glucocorticoid receptor-like (DNA-binding domain); PTHR46855:SF14:GATA TRANSCRIPTION FACTOR 26; Pfam:PF00320:GATA zinc finger; SMART:SM00401:GATA_3; GO:0043565:sequence-specific DNA binding; GO:0008270:zinc ion binding; GO:0006355:regulation of transcription, DNA-templated; MapolyID:Mapoly0095s0046; MPGENES:MpGATA5:transcription factor, GATA","Mp5g09130","0.0013016599","27"
"Mp5g09130.2","MobiDBLite:consensus disorder prediction; Pfam:PF13919:Asx homology domain; PANTHER:PTHR46855:OSJNBB0038F03.10 PROTEIN; PTHR46855:SF14:GATA TRANSCRIPTION FACTOR 26; MapolyID:Mapoly0095s0046","Mp5g09130","0.0013016599","27"
"Mp5g09140.1","KEGG:K01693:hisB, imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]; KOG:KOG3143:Imidazoleglycerol-phosphate dehydratase, [E]; Pfam:PF00475:Imidazoleglycerol-phosphate dehydratase; SUPERFAMILY:SSF54211:Ribosomal protein S5 domain 2-like; ProSitePatterns:PS00955:Imidazoleglycerol-phosphate dehydratase signature 2.; PTHR23133:SF5:IMIDAZOLEGLYCEROL-PHOSPHATE DEHYDRATASE; G3DSA:3.30.230.40:Imidazole glycerol phosphate dehydratase, domain 1; Hamap:MF_00076:Imidazoleglycerol-phosphate dehydratase [hisB].; PANTHER:PTHR23133:IMIDAZOLEGLYCEROL-PHOSPHATE DEHYDRATASE HIS7; CDD:cd07914:IGPD; ProSitePatterns:PS00954:Imidazoleglycerol-phosphate dehydratase signature 1.; GO:0000105:histidine biosynthetic process; GO:0004424:imidazoleglycerol-phosphate dehydratase activity; MapolyID:Mapoly0095s0045","Mp5g09140","0.0009524352","11"
"Mp5g09150.1","KOG:KOG0725:Reductases with broad range of substrate specificities, [R]; SUPERFAMILY:SSF51735:NAD(P)-binding Rossmann-fold domains; G3DSA:3.40.50.720; CDD:cd05233:SDR_c; PTHR44375:SF6:F28J7.36 PROTEIN; PANTHER:PTHR44375:BETA-KETOACYL-ACP REDUCTASE-LIKE PROTEIN-RELATED; Pfam:PF13561:Enoyl-(Acyl carrier protein) reductase; PRINTS:PR00081:Glucose/ribitol dehydrogenase family signature; GO:0016491:oxidoreductase activity; MapolyID:Mapoly0095s0044","Mp5g09150","0.0014285750"," 5"
