"CHROM","source","type","start","end","score","strand","phase","attributes","ID","PI","NUMBERofSNPs"
"chr3","feature","gene",128123,131417,".","+",".","ID=Mp3g00030;MapolyID=Mapoly0007s0003;Name=Mp3g00030","Mp3g00030",0.00178571225,19
"chr3","feature","gene",132067,134026,".","-",".","ID=Mp3g00040;MapolyID=Mapoly0007s0004;Name=Mp3g00040","Mp3g00040",0.000603174666666667,5
"chr3","feature","gene",161586,167203,".","-",".","ID=Mp3g00050;MapolyID=Mapoly0007s0005;Name=Mp3g00050","Mp3g00050",0.0004285715,3
"chr3","feature","gene",198227,202756,".","+",".","ID=Mp3g00060;MapolyID=Mapoly0007s0006;Name=Mp3g00060","Mp3g00060",0.000920636333333333,9
"chr3","feature","gene",242851,245902,".","-",".","ID=Mp3g00080;MapolyID=Mapoly0007s0010;Name=Mp3g00080","Mp3g00080",0.000666666666666667,5
"chr3","feature","gene",244625,248813,".","+",".","ID=Mp3g00090;Name=Mp3g00090","Mp3g00090",0.000507936333333333,4
"chr3","feature","gene",250048,253990,".","+",".","ID=Mp3g00100;MapolyID=Mapoly0007s0011;Name=Mp3g00100","Mp3g00100",NA,NA
"chr3","feature","gene",254538,258351,".","-",".","ID=Mp3g00110;MapolyID=Mapoly0007s0012;Name=Mp3g00110","Mp3g00110",0.0007857145,9
"chr3","feature","gene",286470,289893,".","+",".","ID=Mp3g00120;MapolyID=Mapoly0007s0013;Name=Mp3g00120","Mp3g00120",0.000507969666666667,4
"chr3","feature","gene",301644,309560,".","+",".","ID=Mp3g00130;MapolyID=Mapoly0007s0014;Name=Mp3g00130","Mp3g00130",0.000825397,13
"chr3","feature","gene",423665,425865,".","+",".","ID=Mp3g00150;MapolyID=Mapoly0284s0002;Name=Mp3g00150","Mp3g00150",0.000285714,1
"chr3","feature","gene",444171,451214,".","+",".","ID=Mp3g00170;MapolyID=Mapoly0007s0015;Name=Mp3g00170","Mp3g00170",NA,NA
"chr3","feature","gene",452058,458984,".","+",".","ID=Mp3g00180;MapolyID=Mapoly0007s0016;Name=Mp3g00180","Mp3g00180",0.000587369666666667,5
"chr3","feature","gene",458204,462973,".","-",".","ID=Mp3g00190;MapolyID=Mapoly0007s0017;Name=Mp3g00190","Mp3g00190",0.0005238095,3
"chr3","feature","gene",482657,489756,".","+",".","ID=Mp3g00210;MapolyID=Mapoly0007s0019;Name=Mp3g00210","Mp3g00210",0.000449074857142857,9
"chr3","feature","gene",493254,497734,".","+",".","ID=Mp3g00220;Name=Mp3g00220","Mp3g00220",0.0006666668,9
"chr3","feature","gene",499194,503477,".","-",".","ID=Mp3g00230;MapolyID=Mapoly0007s0020;Name=Mp3g00230","Mp3g00230",NA,NA
"chr3","feature","gene",503478,506805,".","+",".","ID=Mp3g00240;MapolyID=Mapoly0007s0021;Name=Mp3g00240","Mp3g00240",0.000857143,2
"chr3","feature","gene",517568,517994,".","-",".","ID=Mp3g00260;MapolyID=Mapoly0007s0023;Name=Mp3g00260","Mp3g00260",0.000571429,2
"chr3","feature","gene",518001,518072,".","-",".","ID=Mp3g00265a;Name=Mp3g00265a;locus_type=pre_trna;note=aa:Gly%2Canticodon:tcc;product=tRNA-Gly","Mp3g00265a",0.00185714,5
"chr3","feature","gene",526591,528102,".","-",".","ID=Mp3g00270;MapolyID=Mapoly0007s0024;Name=Mp3g00270","Mp3g00270",0.001238095,6
"chr3","feature","gene",531903,533761,".","-",".","ID=Mp3g00280;MapolyID=Mapoly0007s0025;Name=Mp3g00280","Mp3g00280",0.00111937,7
"chr3","feature","gene",545137,547281,".","+",".","ID=Mp3g00290;MapolyID=Mapoly0007s0026;Name=Mp3g00290","Mp3g00290",NA,NA
"chr3","feature","gene",547294,551586,".","+",".","ID=Mp3g00300;MapolyID=Mapoly0007s0027;Name=Mp3g00300","Mp3g00300",0.000761906333333333,6
"chr3","feature","gene",553271,554510,".","-",".","ID=Mp3g00310;MapolyID=Mapoly0007s0028;Name=Mp3g00310","Mp3g00310",0.000285714,1
"chr3","feature","gene",554143,559254,".","-",".","ID=Mp3g00320;MapolyID=Mapoly0007s0029;Name=Mp3g00320","Mp3g00320",0.000722233333333333,11
"chr3","feature","gene",559369,571672,".","+",".","ID=Mp3g00330;MapolyID=Mapoly0007s0030;Name=Mp3g00330","Mp3g00330",0.00079763375,21
"chr3","feature","gene",576559,578273,".","-",".","ID=Mp3g00340;MapolyID=Mapoly0007s0031;Name=Mp3g00340","Mp3g00340",0.000809599666666667,8
"chr3","feature","gene",581854,586521,".","+",".","ID=Mp3g00350;MapolyID=Mapoly0007s0032;Name=Mp3g00350","Mp3g00350",0.00180167083333333,28
"chr3","feature","gene",597674,602421,".","+",".","ID=Mp3g00360;MapolyID=Mapoly0007s0033;Name=Mp3g00360","Mp3g00360",0.00169850333333333,24
"chr3","feature","gene",630648,633874,".","-",".","ID=Mp3g00380;MapolyID=Mapoly0007s0035;Name=Mp3g00380","Mp3g00380",0.00097627125,10
"chr3","feature","gene",635047,637978,".","-",".","ID=Mp3g00390;MapolyID=Mapoly0007s0036;Name=Mp3g00390","Mp3g00390",0.00109524,6
"chr3","feature","gene",655816,664209,".","+",".","ID=Mp3g00420;MapolyID=Mapoly0007s0039;Name=Mp3g00420","Mp3g00420",0.0014857749,35
"chr3","feature","gene",656075,658447,".","+",".","ID=Mp3g00430;Name=Mp3g00430","Mp3g00430",0.00165099333333333,13
"chr3","feature","gene",671977,674196,".","-",".","ID=Mp3g00440;MapolyID=Mapoly0007s0040;Name=Mp3g00440","Mp3g00440",0.0014285735,14
"chr3","feature","gene",690569,694393,".","+",".","ID=Mp3g00450;MapolyID=Mapoly0007s0041;Name=Mp3g00450","Mp3g00450",0.0013714304,17
"chr3","feature","gene",695363,702948,".","-",".","ID=Mp3g00460;MapolyID=Mapoly0007s0042;Name=Mp3g00460","Mp3g00460",0.001839529125,37
"chr3","feature","gene",702359,704284,".","-",".","ID=Mp3g00470;MapolyID=Mapoly0007s0043;Name=Mp3g00470","Mp3g00470",0.00168301766666667,14
"chr3","feature","gene",709918,712285,".","+",".","ID=Mp3g00480;MapolyID=Mapoly0007s0044;Name=Mp3g00480","Mp3g00480",0.00276190475,24
"chr3","feature","gene",715160,716271,".","+",".","ID=Mp3g00490;MapolyID=Mapoly0007s0045;Name=Mp3g00490","Mp3g00490",0.00271592,15
"chr3","feature","gene",716302,718449,".","-",".","ID=Mp3g00500;MapolyID=Mapoly0007s0046;Name=Mp3g00500","Mp3g00500",0.00220658333333333,18
"chr3","feature","gene",723744,729671,".","-",".","ID=Mp3g00510;MapolyID=Mapoly0007s0047;Name=Mp3g00510","Mp3g00510",0.00146951928571429,31
"chr3","feature","gene",736075,737432,".","+",".","ID=Mp3g00520;MapolyID=Mapoly0007s0048;Name=Mp3g00520","Mp3g00520",0.002428575,17
"chr3","feature","gene",782043,783038,".","+",".","ID=Mp3g00530;MapolyID=Mapoly0007s0049;Name=Mp3g00530","Mp3g00530",0.003335785,20
"chr3","feature","gene",784998,785975,".","+",".","ID=Mp3g00540;MapolyID=Mapoly0007s0050;Name=Mp3g00540","Mp3g00540",0.001644375,9
"chr3","feature","gene",788814,791194,".","-",".","ID=Mp3g00550;MapolyID=Mapoly0007s0051;Name=Mp3g00550","Mp3g00550",0.0041795025,50
"chr3","feature","gene",791707,797081,".","-",".","ID=Mp3g00560;MapolyID=Mapoly0007s0052;Name=Mp3g00560","Mp3g00560",0.00449807142857143,96
"chr3","feature","gene",803271,806239,".","+",".","ID=Mp3g00570;MapolyID=Mapoly0007s0053;Name=Mp3g00570","Mp3g00570",0.00244131725,28
"chr3","feature","gene",809843,810960,".","+",".","ID=Mp3g00580;MapolyID=Mapoly0007s0054;Name=Mp3g00580","Mp3g00580",0.000666667,4
"chr3","feature","gene",814127,818840,".","+",".","ID=Mp3g00600;MapolyID=Mapoly0007s0056;Name=Mp3g00600","Mp3g00600",0.00097618975,9
"chr3","feature","gene",822499,827658,".","+",".","ID=Mp3g00610;MapolyID=Mapoly0007s0057;Name=Mp3g00610","Mp3g00610",0.00188149383333333,35
"chr3","feature","gene",829298,834779,".","+",".","ID=Mp3g00630;MapolyID=Mapoly0007s0059;Name=Mp3g00630","Mp3g00630",0.0013906284,17
"chr3","feature","gene",837049,838284,".","+",".","ID=Mp3g00640;MapolyID=Mapoly0007s0060;Name=Mp3g00640","Mp3g00640",0.00259678,14
"chr3","feature","gene",838768,842974,".","+",".","ID=Mp3g00650;MapolyID=Mapoly0007s0061;Name=Mp3g00650","Mp3g00650",0.0018478538,24
"chr3","feature","gene",859836,864580,".","+",".","ID=Mp3g00660;MapolyID=Mapoly0007s0062;Name=Mp3g00660","Mp3g00660",0.001200082,16
"chr3","feature","gene",867145,868268,".","-",".","ID=Mp3g00670;MapolyID=Mapoly0007s0063;Name=Mp3g00670","Mp3g00670",0.00209524,11
"chr3","feature","gene",871717,873616,".","+",".","ID=Mp3g00680;MapolyID=Mapoly0007s0064;Name=Mp3g00680","Mp3g00680",0.00171428333333333,14
"chr3","feature","gene",879621,884405,".","+",".","ID=Mp3g00690;MapolyID=Mapoly0007s0065;Name=Mp3g00690","Mp3g00690",0.0012461075,20
"chr3","feature","gene",884760,896149,".","-",".","ID=Mp3g00700;MapolyID=Mapoly0007s0066;Name=Mp3g00700","Mp3g00700",0.0020403495,63
"chr3","feature","gene",898758,901080,".","+",".","ID=Mp3g00710;MapolyID=Mapoly0007s0067;Name=Mp3g00710","Mp3g00710",0.00257179,20
"chr3","feature","gene",922771,936476,".","-",".","ID=Mp3g00720;MapolyID=Mapoly0007s0068;Name=Mp3g00720","Mp3g00720",0.00260666913333333,88
"chr3","feature","gene",964830,967358,".","-",".","ID=Mp3g00730;MapolyID=Mapoly0007s0069;Name=Mp3g00730","Mp3g00730",0.000869077,9
"chr3","feature","gene",966430,966525,".","-",".","ID=Mp3g00735;Name=Mp3g00735;locus_type=pre-miRNA","Mp3g00735",0.00133333,3
"chr3","feature","gene",969643,971958,".","-",".","ID=Mp3g00740;MapolyID=Mapoly0007s0070;Name=Mp3g00740","Mp3g00740",0.00209523666666667,16
"chr3","feature","gene",974134,979411,".","+",".","ID=Mp3g00750;MapolyID=Mapoly0007s0071;Name=Mp3g00750","Mp3g00750",0.00176207366666667,28
"chr3","feature","gene",981147,985206,".","+",".","ID=Mp3g00760;MapolyID=Mapoly0007s0072;Name=Mp3g00760","Mp3g00760",0.00147618975,13
"chr3","feature","gene",994664,995089,".","-",".","ID=Mp3g00770;MapolyID=Mapoly0007s0073;Name=Mp3g00770","Mp3g00770",0.001809525,8
"chr3","feature","gene",997344,998114,".","-",".","ID=Mp3g00780;MapolyID=Mapoly0007s0074;Name=Mp3g00780","Mp3g00780",0.00257181,12
"chr3","feature","gene",998447,1001598,".","-",".","ID=Mp3g00790;MapolyID=Mapoly0007s0075;Name=Mp3g00790","Mp3g00790",0.00209613,19
"chr3","feature","gene",1012933,1024100,".","-",".","ID=Mp3g00800;MapolyID=Mapoly0007s0076;Name=Mp3g00800","Mp3g00800",0.00290934769230769,94
"chr3","feature","gene",1028213,1034243,".","+",".","ID=Mp3g00810;MapolyID=Mapoly0007s0077;Name=Mp3g00810","Mp3g00810",0.00404781142857143,71
"chr3","feature","gene",1034370,1037909,".","-",".","ID=Mp3g00820;MapolyID=Mapoly0007s0078;Name=Mp3g00820","Mp3g00820",0.0044416725,47
"chr3","feature","gene",1041873,1047716,".","-",".","ID=Mp3g00830;MapolyID=Mapoly0007s0079;Name=Mp3g00830","Mp3g00830",0.00121428475,10
"chr3","feature","gene",1049818,1051847,".","-",".","ID=Mp3g00840;MapolyID=Mapoly0007s0080;Name=Mp3g00840","Mp3g00840",0.00295285333333333,23
"chr3","feature","gene",1062951,1065739,".","+",".","ID=Mp3g00850;MapolyID=Mapoly0007s0081;Name=Mp3g00850","Mp3g00850",0.00204764775,23
"chr3","feature","gene",1067089,1071661,".","-",".","ID=Mp3g00860;MapolyID=Mapoly0007s0082;Name=Mp3g00860","Mp3g00860",0.00253416,38
"chr3","feature","gene",1090502,1100338,".","+",".","ID=Mp3g00870;MapolyID=Mapoly0007s0083;Name=Mp3g00870","Mp3g00870",0.0031047603,71
"chr3","feature","gene",1104001,1107709,".","+",".","ID=Mp3g00880;MapolyID=Mapoly0007s0084;Name=Mp3g00880","Mp3g00880",0.00241714,29
"chr3","feature","gene",1109403,1110747,".","-",".","ID=Mp3g00890;MapolyID=Mapoly0007s0085;Name=Mp3g00890","Mp3g00890",0.00309595,17
"chr3","feature","gene",1113408,1116511,".","-",".","ID=Mp3g00900;MapolyID=Mapoly0007s0086;Name=Mp3g00900","Mp3g00900",0.0035718625,41
"chr3","feature","gene",1118140,1120457,".","-",".","ID=Mp3g00910;MapolyID=Mapoly0007s0087;Name=Mp3g00910","Mp3g00910",0.00460342666666667,38
"chr3","feature","gene",1132409,1136125,".","-",".","ID=Mp3g00920;MapolyID=Mapoly0007s0088;Name=Mp3g00920","Mp3g00920",0.004468232,57
"chr3","feature","gene",1139715,1148932,".","+",".","ID=Mp3g00930;MapolyID=Mapoly0007s0089;Name=Mp3g00930","Mp3g00930",0.0036531125,94
"chr3","feature","gene",1151186,1155361,".","-",".","ID=Mp3g00940;MapolyID=Mapoly0007s0090;Name=Mp3g00940","Mp3g00940",0.003143238,36
"chr3","feature","gene",1157928,1159847,".","-",".","ID=Mp3g00950;MapolyID=Mapoly0007s0091;Name=Mp3g00950","Mp3g00950",0.00498509333333333,32
"chr3","feature","gene",1162006,1167304,".","-",".","ID=Mp3g00960;MapolyID=Mapoly0007s0092;Name=Mp3g00960","Mp3g00960",0.0037477675,57
"chr3","feature","gene",1169499,1175352,".","+",".","ID=Mp3g00970;MapolyID=Mapoly0007s0093;Name=Mp3g00970","Mp3g00970",0.00720846,116
"chr3","feature","gene",1184931,1189723,".","+",".","ID=Mp3g00980;MapolyID=Mapoly0007s0094;Name=Mp3g00980","Mp3g00980",0.003047898,35
"chr3","feature","gene",1193223,1197308,".","-",".","ID=Mp3g00990;MapolyID=Mapoly0007s0095;Name=Mp3g00990","Mp3g00990",0.003335264,40
"chr3","feature","gene",1208192,1211021,".","+",".","ID=Mp3g01000;MapolyID=Mapoly0007s0096;Name=Mp3g01000","Mp3g01000",0.004536945,47
"chr3","feature","gene",1211520,1214544,".","-",".","ID=Mp3g01010;MapolyID=Mapoly0007s0097;Name=Mp3g01010","Mp3g01010",0.00463148,41
"chr3","feature","gene",1220214,1223093,".","-",".","ID=Mp3g01020;MapolyID=Mapoly0007s0098;Name=Mp3g01020","Mp3g01020",0.00315512,33
"chr3","feature","gene",1224092,1228852,".","-",".","ID=Mp3g01030;MapolyID=Mapoly0007s0099;Name=Mp3g01030","Mp3g01030",0.002390978,36
"chr3","feature","gene",1235954,1245977,".","-",".","ID=Mp3g01040;MapolyID=Mapoly0007s0100;Name=Mp3g01040","Mp3g01040",0.00229534254545455,75
"chr3","feature","gene",1248539,1256484,".","-",".","ID=Mp3g01050;MapolyID=Mapoly0007s0101;Name=Mp3g01050","Mp3g01050",0.00292692377777778,73
"chr3","feature","gene",1275096,1280862,".","-",".","ID=Mp3g01070;Name=Mp3g01070","Mp3g01070",0.003439405,53
"chr3","feature","gene",1282110,1289020,".","-",".","ID=Mp3g01080;MapolyID=Mapoly0007s0102;Name=Mp3g01080","Mp3g01080",0.0044119075,83
"chr3","feature","gene",1289831,1296429,".","+",".","ID=Mp3g01090;MapolyID=Mapoly0007s0103;Name=Mp3g01090","Mp3g01090",0.002595900375,52
"chr3","feature","gene",1298053,1300562,".","+",".","ID=Mp3g01100;MapolyID=Mapoly0007s0104;Name=Mp3g01100","Mp3g01100",0.00295331333333333,19
"chr3","feature","gene",1320243,1325733,".","-",".","ID=Mp3g01110;MapolyID=Mapoly0007s0105;Name=Mp3g01110","Mp3g01110",0.00200016483333333,38
"chr3","feature","gene",1327122,1330578,".","+",".","ID=Mp3g01120;MapolyID=Mapoly0007s0106;Name=Mp3g01120","Mp3g01120",0.006385135,54
"chr3","feature","gene",1347091,1349249,".","-",".","ID=Mp3g01130;MapolyID=Mapoly0007s0107;Name=Mp3g01130","Mp3g01130",0.00244557666666667,17
"chr3","feature","gene",1349692,1351677,".","-",".","ID=Mp3g01140;MapolyID=Mapoly0007s0108;Name=Mp3g01140","Mp3g01140",0.00522656,33
"chr3","feature","gene",1361250,1361517,".","+",".","ID=Mp3g01145;Name=Mp3g01145;locus_type=pre-miRNA","Mp3g01145",0.00471563,15
"chr3","feature","gene",1368151,1372314,".","+",".","ID=Mp3g01150;MapolyID=Mapoly0007s0109;Name=Mp3g01150","Mp3g01150",0.0015241544,25
"chr3","feature","gene",1375320,1375400,".","-",".","ID=Mp3g01155a;Name=Mp3g01155a;locus_type=pre_trna;note=aa:Leu%2Canticodon:aag;product=tRNA-Leu","Mp3g01155a",0.00490476,13
"chr3","feature","gene",1379807,1383564,".","+",".","ID=Mp3g01160;MapolyID=Mapoly0007s0110;Name=Mp3g01160","Mp3g01160",0.00238128,30
"chr3","feature","gene",1395553,1399358,".","-",".","ID=Mp3g01170;MapolyID=Mapoly0007s0111;Name=Mp3g01170","Mp3g01170",0.0024102828,30
"chr3","feature","gene",1405811,1406688,".","+",".","ID=Mp3g01180;MapolyID=Mapoly0007s0112;Name=Mp3g01180","Mp3g01180",0.00433362,19
"chr3","feature","gene",1409583,1411309,".","+",".","ID=Mp3g01190;MapolyID=Mapoly0007s0113;Name=Mp3g01190","Mp3g01190",0.00250793666666667,18
"chr3","feature","gene",1411310,1415208,".","-",".","ID=Mp3g01200;MapolyID=Mapoly0007s0114;Name=Mp3g01200","Mp3g01200",0.0020767,27
"chr3","feature","gene",1420999,1429958,".","-",".","ID=Mp3g01210;MapolyID=Mapoly0007s0115;Name=Mp3g01210","Mp3g01210",0.00119581522222222,26
"chr3","feature","gene",1429867,1430400,".","+",".","ID=Mp3g01220;MapolyID=Mapoly0007s0116;Name=Mp3g01220","Mp3g01220",0.0007858595,4
"chr3","feature","gene",1433040,1440346,".","-",".","ID=Mp3g01230;MapolyID=Mapoly0007s0117;Name=Mp3g01230","Mp3g01230",0.002017939125,45
"chr3","feature","gene",1447431,1449009,".","+",".","ID=Mp3g01240;MapolyID=Mapoly0007s0118;Name=Mp3g01240","Mp3g01240",0.00382675333333333,27
"chr3","feature","gene",1451238,1458022,".","-",".","ID=Mp3g01250;MapolyID=Mapoly0007s0119;Name=Mp3g01250","Mp3g01250",0.00419153,77
"chr3","feature","gene",1460696,1463701,".","-",".","ID=Mp3g01260;MapolyID=Mapoly0007s0120;Name=Mp3g01260","Mp3g01260",0.0042167575,43
"chr3","feature","gene",1466031,1469167,".","+",".","ID=Mp3g01270;MapolyID=Mapoly0007s0121;Name=Mp3g01270","Mp3g01270",0.0047983475,46
"chr3","feature","gene",1471639,1475622,".","+",".","ID=Mp3g01280;MapolyID=Mapoly0007s0122;Name=Mp3g01280","Mp3g01280",0.004780954,58
"chr3","feature","gene",1480584,1485255,".","+",".","ID=Mp3g01290;MapolyID=Mapoly0007s0123;Name=Mp3g01290","Mp3g01290",0.002309599,31
"chr3","feature","gene",1485819,1487456,".","-",".","ID=Mp3g01300;MapolyID=Mapoly0007s0124;Name=Mp3g01300","Mp3g01300",0.00660697,48
"chr3","feature","gene",1491345,1499810,".","-",".","ID=Mp3g01310;MapolyID=Mapoly0007s0125;Name=Mp3g01310","Mp3g01310",0.00201673588888889,49
"chr3","feature","gene",1521912,1523875,".","+",".","ID=Mp3g01320;MapolyID=Mapoly0007s0126;Name=Mp3g01320","Mp3g01320",0.00654385333333333,42
"chr3","feature","gene",1526615,1533792,".","-",".","ID=Mp3g01330;MapolyID=Mapoly0007s0127;Name=Mp3g01330","Mp3g01330",0.003721162875,61
"chr3","feature","gene",1539059,1543976,".","-",".","ID=Mp3g01340;MapolyID=Mapoly0007s0128;Name=Mp3g01340","Mp3g01340",0.003439137,35
"chr3","feature","gene",1546086,1550230,".","-",".","ID=Mp3g01350;MapolyID=Mapoly0007s0129;Name=Mp3g01350","Mp3g01350",0.002114284,30
"chr3","feature","gene",1552661,1558217,".","-",".","ID=Mp3g01360;MapolyID=Mapoly0007s0130;Name=Mp3g01360","Mp3g01360",0.00434057714285714,77
"chr3","feature","gene",1559211,1561760,".","+",".","ID=Mp3g01370;MapolyID=Mapoly0007s0131;Name=Mp3g01370","Mp3g01370",0.00407949666666667,32
"chr3","feature","gene",1562794,1574831,".","-",".","ID=Mp3g01380;MapolyID=Mapoly0007s0132;Name=Mp3g01380","Mp3g01380",0.00301941153846154,92
"chr3","feature","gene",1578159,1579702,".","+",".","ID=Mp3g01390;MapolyID=Mapoly0007s0133;Name=Mp3g01390","Mp3g01390",0.002380955,13
"chr3","feature","gene",1581068,1586135,".","+",".","ID=Mp3g01400;MapolyID=Mapoly0007s0134;Name=Mp3g01400","Mp3g01400",0.0027226865,50
"chr3","feature","gene",1588220,1590743,".","-",".","ID=Mp3g01410;Name=Mp3g01410","Mp3g01410",0.001841271,14
"chr3","feature","gene",1589740,1593445,".","+",".","ID=Mp3g01420;MapolyID=Mapoly0007s0135;Name=Mp3g01420","Mp3g01420",0.0033826726,45
"chr3","feature","gene",1594918,1599245,".","+",".","ID=Mp3g01430;MapolyID=Mapoly0007s0136;Name=Mp3g01430","Mp3g01430",0.00222248883333333,44
"chr3","feature","gene",1608338,1614986,".","+",".","ID=Mp3g01435;Name=Mp3g01435","Mp3g01435",0.00321155628571429,47
"chr3","feature","gene",1615574,1621428,".","+",".","ID=Mp3g01440;MapolyID=Mapoly0007s0137;Name=Mp3g01440","Mp3g01440",0.00381779757142857,55
"chr3","feature","gene",1622771,1628562,".","+",".","ID=Mp3g01450;Name=Mp3g01450","Mp3g01450",0.00054356536,16
"chr3","feature","gene",1633262,1642377,".","+",".","ID=Mp3g01460;MapolyID=Mapoly0007s0138;Name=Mp3g01460","Mp3g01460",0.0024382366,54
"chr3","feature","gene",1642623,1646232,".","-",".","ID=Mp3g01470;MapolyID=Mapoly0007s0139;Name=Mp3g01470","Mp3g01470",0.0020571446,26
"chr3","feature","gene",1657726,1659446,".","-",".","ID=Mp3g01480;MapolyID=Mapoly0007s0140;Name=Mp3g01480","Mp3g01480",0.002095975,13
"chr3","feature","gene",1669959,1674327,".","+",".","ID=Mp3g01490;MapolyID=Mapoly0007s0141;Name=Mp3g01490","Mp3g01490",0.0016591915,28
"chr3","feature","gene",1674822,1682693,".","-",".","ID=Mp3g01500;MapolyID=Mapoly0007s0142;Name=Mp3g01500","Mp3g01500",0.00132305866666667,35
"chr3","feature","gene",1683981,1693513,".","+",".","ID=Mp3g01510;MapolyID=Mapoly0007s0143;Name=Mp3g01510","Mp3g01510",0.00282324272727273,88
"chr3","feature","gene",1711730,1712797,".","-",".","ID=Mp3g01520;MapolyID=Mapoly0007s0144;Name=Mp3g01520","Mp3g01520",0.002500695,16
"chr3","feature","gene",1714806,1716169,".","+",".","ID=Mp3g01530;MapolyID=Mapoly0007s0145;Name=Mp3g01530","Mp3g01530",0.00533453333333333,50
"chr3","feature","gene",1724556,1731476,".","+",".","ID=Mp3g01540;MapolyID=Mapoly0007s0146;Name=Mp3g01540","Mp3g01540",0.0032924675,73
"chr3","feature","gene",1731525,1734194,".","+",".","ID=Mp3g01550;MapolyID=Mapoly0007s0147;Name=Mp3g01550","Mp3g01550",0.00707344,65
"chr3","feature","gene",1737564,1738674,".","+",".","ID=Mp3g01560;MapolyID=Mapoly0007s0148;Name=Mp3g01560","Mp3g01560",0.0018571425,9
"chr3","feature","gene",1751051,1754886,".","+",".","ID=Mp3g01570;MapolyID=Mapoly0007s0149;Name=Mp3g01570","Mp3g01570",0.001079865,9
"chr3","feature","gene",1759561,1762808,".","-",".","ID=Mp3g01580;MapolyID=Mapoly0007s0150;Name=Mp3g01580","Mp3g01580",0.003702615,36
"chr3","feature","gene",1762809,1765463,".","+",".","ID=Mp3g01590;MapolyID=Mapoly0007s0151;Name=Mp3g01590","Mp3g01590",0.0028571425,31
"chr3","feature","gene",1767436,1774549,".","-",".","ID=Mp3g01600;MapolyID=Mapoly0007s0152;Name=Mp3g01600","Mp3g01600",0.002757780375,58
"chr3","feature","gene",1779938,1784978,".","-",".","ID=Mp3g01610;MapolyID=Mapoly0007s0153;Name=Mp3g01610","Mp3g01610",0.00222282466666667,38
"chr3","feature","gene",1785683,1788369,".","-",".","ID=Mp3g01620;MapolyID=Mapoly0007s0154;Name=Mp3g01620","Mp3g01620",0.0035852075,35
"chr3","feature","gene",1788959,1791308,".","-",".","ID=Mp3g01630;MapolyID=Mapoly0007s0155;Name=Mp3g01630","Mp3g01630",0.00208497825,25
"chr3","feature","gene",1794747,1797782,".","-",".","ID=Mp3g01640;MapolyID=Mapoly0007s0156;Name=Mp3g01640","Mp3g01640",0.00307177725,32
